key,region,district,description,easting,northing,latitude,longitude,url
AID04201,香港岛,东区,东区走廊近柴湾地铁站 - 北行 [AID04201],842509,813977,22.26459999,114.2374257,https://tdcctv.data.one.gov.hk/AID04201.JPG
AID04202,香港岛,东区,东区走廊近东区医院 - 北行 [AID04202],842568,814461,22.26897061,114.238,https://tdcctv.data.one.gov.hk/AID04202.JPG
AID04203,香港岛,东区,东区走廊近专业教育学院 - 北行 [AID04203],842658,814760,22.27167045,114.2388744,https://tdcctv.data.one.gov.hk/AID04203.JPG
AID04204,香港岛,东区,东区走廊近杏花邨 - 北行 (1) [AID04204],842527,815284,22.27640298,114.2376054,https://tdcctv.data.one.gov.hk/AID04204.JPG
AID04205,香港岛,东区,东区走廊近杏花邨 - 北行 (2) [AID04205],842417,815570,22.27898614,114.2365392,https://tdcctv.data.one.gov.hk/AID04205.JPG
AID04206,香港岛,东区,东区走廊近香港海防博物馆 - 北行 [AID04206],842241,815833,22.28136181,114.2348324,https://tdcctv.data.one.gov.hk/AID04206.JPG
AID04207,香港岛,东区,东区走廊近爱蝶湾 - 西行 [AID04207],841762,815822,22.28126407,114.2301845,https://tdcctv.data.one.gov.hk/AID04207.JPG
AID04208,香港岛,东区,东区走廊近爱东邨 - 西行 [AID04208],841312,815750,22.28061524,114.2258177,https://tdcctv.data.one.gov.hk/AID04208.JPG
AID04209,香港岛,东区,东区走廊近太安楼 - 西行 [AID04209],841170,815829,22.28132907,114.2244401,https://tdcctv.data.one.gov.hk/AID04209.JPG
AID04210,香港岛,东区,东区走廊近太古城 - 西行 (1) [AID04210],840860,816347,22.28600779,114.2214336,https://tdcctv.data.one.gov.hk/AID04210.JPG
AID04211,香港岛,东区,东区走廊近太古城 - 西行 (2) [AID04211],840613,816615,22.28842864,114.2190375,https://tdcctv.data.one.gov.hk/AID04211.JPG
AID04212,香港岛,东区,东区走廊近鲗鱼涌公园一期 - 西行 (1) [AID04212],840723,816617,22.28844642,114.2201049,https://tdcctv.data.one.gov.hk/AID04212.JPG
AID04213,香港岛,东区,东区走廊近鲗鱼涌公园一期 - 西行 (2) [AID04213],840276,816690,22.28910676,114.2157675,https://tdcctv.data.one.gov.hk/AID04213.JPG
AID04214,香港岛,东区,东区走廊近鲗鱼涌公园二期 - 西行 [AID04214],839880,816886,22.29087764,114.2119252,https://tdcctv.data.one.gov.hk/AID04214.JPG
AID04215,香港岛,东区,东区走廊近北角政府合署 - 西行 [AID04215],839556,817108,22.29288308,114.2087816,https://tdcctv.data.one.gov.hk/AID04215.JPG
AID04216,香港岛,东区,东区走廊近渡轮码头 - 西行 [AID04216],839189,817224,22.2939313,114.2052203,https://tdcctv.data.one.gov.hk/AID04216.JPG
AID04217,香港岛,东区,东区走廊近凯悦酒店 - 西行 [AID04217],838560,817177,22.29350781,114.1991163,https://tdcctv.data.one.gov.hk/AID04217.JPG
AID04218,香港岛,中西区,干诺道西天桥近信德中心 - 西行 [AID04218],833656,816515,22.2875291,114.1515281,https://tdcctv.data.one.gov.hk/AID04218.JPG
AID04219,香港岛,中西区,干诺道西天桥近上环消防局 - 西行 [AID04219],833289,816614,22.28842253,114.1479666,https://tdcctv.data.one.gov.hk/AID04219.JPG
AID04220,香港岛,中西区,干诺道西天桥近中山纪念公园 - 西行 [AID04220],832876,816666,22.28889136,114.1439589,https://tdcctv.data.one.gov.hk/AID04220.JPG
AID04221,香港岛,中西区,干诺道西天桥近万怡酒店 - 西行 [AID04221],832308,816587,22.28817674,114.1384473,https://tdcctv.data.one.gov.hk/AID04221.JPG
AID04222,香港岛,东区,东区走廊近东区海底隧道 - 西行 [AID04222],840095,816735,22.28951355,114.2140112,https://tdcctv.data.one.gov.hk/AID04222.JPG
AID05101,九龙,观塘区,启福道近观塘官立小学 - 西行 [AID05101],840532,819604,22.31542134,114.2182594,https://tdcctv.data.one.gov.hk/AID05101.JPG
AID05102,九龙,观塘区,启福道近牛头角赛马会诊所 - 西行 [AID05102],840260,819749,22.31673143,114.2156198,https://tdcctv.data.one.gov.hk/AID05102.JPG
AID05103,九龙,观塘区,启福道近九龙湾验车中心 - 西行 [AID05103],839860,819909,22.31817721,114.2117379,https://tdcctv.data.one.gov.hk/AID05103.JPG
AID05104,九龙,观塘区,启福道近九龙湾车辆扣留及验车中心 - 西行 [AID05104],839454,819987,22.3188824,114.2077975,https://tdcctv.data.one.gov.hk/AID05104.JPG
AID05109,九龙,九龙城区,漆咸道北近港铁何文田站 - 西行 [AID05109],836891,818841,22.30853617,114.1829207,https://tdcctv.data.one.gov.hk/AID05109.JPG
AID05110,九龙,油尖旺区,加士居道近枪会山军营-西行[AID05110],836408,818547,22.30588128,114.1782331,https://tdcctv.data.one.gov.hk/AID05110.JPG
AID05111,九龙,油尖旺区,加士居道近拔萃女书院 - 西行 [AID05111],835804,818782,22.30800342,114.1723712,https://tdcctv.data.one.gov.hk/AID05111.JPG
AID05113,九龙,油尖旺区,加士居道天桥近骏发花园 - 北行 [AID05113],835265,819192,22.31170574,114.1671398,https://tdcctv.data.one.gov.hk/AID05113.JPG
AID05114,九龙,油尖旺区,渡船街近樱桃街公园 - 北行 [AID05114],835233,819365,22.31326801,114.1668291,https://tdcctv.data.one.gov.hk/AID05114.JPG
AID05115,九龙,油尖旺区,西九龙走廊西近樱桃街公园 - 北行 (1) [AID05115],835176,819761,22.3168441,114.1662756,https://tdcctv.data.one.gov.hk/AID05115.JPG
AID05116,九龙,油尖旺区,西九龙走廊西近樱桃街公园 - 北行 (2) [AID05116],834960,819942,22.31847848,114.164179,https://tdcctv.data.one.gov.hk/AID05116.JPG
AID05117,九龙,油尖旺区,西九龙走廊西近福全街 - 北行 [AID05117],834734,820418,22.32277686,114.161985,https://tdcctv.data.one.gov.hk/AID05117.JPG
AID05118,九龙,深水埗区,西九龙走廊近通州街公园 - 北行 [AID05118],834478,820858,22.32675007,114.1594998,https://tdcctv.data.one.gov.hk/AID05118.JPG
AID05119,九龙,深水埗区,西九龙走廊近钦州街西 - 北行 [AID05119],834225,821058,22.32855591,114.1570438,https://tdcctv.data.one.gov.hk/AID05119.JPG
AID05120,九龙,深水埗区,西九龙走廊近西九龙法院大楼 - 北行 [AID05120],833845,821382,22.33148132,114.1533548,https://tdcctv.data.one.gov.hk/AID05120.JPG
AID05121,九龙,深水埗区,西九龙走廊近荔枝角港铁站 - 北行 [AID05121],833349,821835,22.33557141,114.1485394,https://tdcctv.data.one.gov.hk/AID05121.JPG
AID05122,九龙,深水埗区,葵涌道近荔枝角消防局 - 北行 [AID05122],832892,821921,22.3363472,114.1441031,https://tdcctv.data.one.gov.hk/AID05122.JPG
AID05123,九龙,深水埗区,葵涌道近地利亚修女纪念学校(吉利径) - 北行 [AID05123],832471,822002,22.3370778,114.1400162,https://tdcctv.data.one.gov.hk/AID05123.JPG
AID05124,九龙,深水埗区,葵涌道近葵涌交汇处 - 北行 [AID05124],831931,822103,22.33798861,114.134774,https://tdcctv.data.one.gov.hk/AID05124.JPG
AID05125,新界,葵青区,葵涌道近匡智张玉琼晨辉学校 - 北行 [AID05125],831319,822703,22.3434053,114.1288313,https://tdcctv.data.one.gov.hk/AID05125.JPG
AID05126,新界,葵青区,葵涌道近港铁荔景站 - 北行 [AID05126],830914,823231,22.34817223,114.124898,https://tdcctv.data.one.gov.hk/AID05126.JPG
AID05127,新界,葵青区,葵涌道近荔景邨 - 北行 [AID05127],830996,823571,22.35124287,114.1256929,https://tdcctv.data.one.gov.hk/AID05127.JPG
AID05128,新界,葵青区,荃湾路近葵涌公园 - 北行 [AID05128],830699,824106,22.35607328,114.1228077,https://tdcctv.data.one.gov.hk/AID05128.JPG
AID05129,新界,葵青区,荃湾路近永健工业大厦 - 北行 [AID05129],830428,824376,22.35851063,114.1201757,https://tdcctv.data.one.gov.hk/AID05129.JPG
AID05130,新界,葵青区,荃湾路近永基路五人足球场 - 北行 [AID05130],830262,824766,22.36203197,114.1185626,https://tdcctv.data.one.gov.hk/AID05130.JPG
AID05131,新界,荃湾区,荃湾路近荃湾驾驶考试中心 - 北行 [AID05131],829978,825000,22.3641441,114.1158044,https://tdcctv.data.one.gov.hk/AID05131.JPG
AID05132,新界,荃湾区,荃湾路近荃湾体育馆 - 北行 [AID05132],829687,825241,22.36631937,114.112978,https://tdcctv.data.one.gov.hk/AID05132.JPG
AID05133,新界,荃湾区,荃湾路近港铁荃湾西站 - 北行 [AID05133],829349,825594,22.36950582,114.1096948,https://tdcctv.data.one.gov.hk/AID05133.JPG
AID05134,新界,荃湾区,荃湾路近海盛花园 - 北行 [AID05134],829040,825911,22.37236722,114.1066931,https://tdcctv.data.one.gov.hk/AID05134.JPG
AID05135,新界,荃湾区,荃湾路近江南工业大厦 - 西行 [AID05135],828673,826115,22.37420787,114.1031287,https://tdcctv.data.one.gov.hk/AID05135.JPG
AID05201,新界,荃湾区,屯门公路近丽城花园一期停车场 - 东行 [AID05201],828480,826069,22.3737916,114.101255,https://tdcctv.data.one.gov.hk/AID05201.JPG
AID05202,新界,荃湾区,荃湾路近海盛花园 - 南行 [AID05202],829078,825872,22.37201519,114.1070623,https://tdcctv.data.one.gov.hk/AID05202.JPG
AID05203,新界,荃湾区,荃湾路近港铁荃湾西站 - 南行 [AID05203],829381,825562,22.36921697,114.1100056,https://tdcctv.data.one.gov.hk/AID05203.JPG
AID05204,新界,荃湾区,荃湾路近荃湾体育馆 - 南行 [AID05204],829696,825250,22.36640068,114.1130654,https://tdcctv.data.one.gov.hk/AID05204.JPG
AID05205,新界,葵青区,荃湾路近永基路五人足球场 - 南行 (1) [AID05205],830213,824830,22.36260975,114.1180866,https://tdcctv.data.one.gov.hk/AID05205.JPG
AID05206,新界,葵青区,荃湾路近永基路五人足球场 - 南行 (2) [AID05206],830380,824493,22.35956704,114.1197093,https://tdcctv.data.one.gov.hk/AID05206.JPG
AID05207,新界,葵青区,荃湾路近葵涌公园 - 南行 [AID05207],830645,824159,22.35655172,114.1222833,https://tdcctv.data.one.gov.hk/AID05207.JPG
AID05208,新界,葵青区,荃湾路近葵顺街游乐场 - 南行 [AID05208],830899,823901,22.35422265,114.1247501,https://tdcctv.data.one.gov.hk/AID05208.JPG
AID05209,新界,葵青区,葵涌道近港铁荔景站 - 南行 (1) [AID05209],830983,823404,22.34973473,114.1255672,https://tdcctv.data.one.gov.hk/AID05209.JPG
AID05210,新界,葵青区,葵涌道近港铁荔景站 - 南行(2) [AID05210],830920,823051,22.34654674,114.1249568,https://tdcctv.data.one.gov.hk/AID05210.JPG
AID05211,新界,葵青区,葵涌道近匡智张玉琼晨辉学校 - 南行 [AID05211],831174,822771,22.34401896,114.1274235,https://tdcctv.data.one.gov.hk/AID05211.JPG
AID05212,九龙,深水埗区,葵涌道近港铁美孚站 - 南行 [AID05212],831978,822095,22.33791649,114.1352303,https://tdcctv.data.one.gov.hk/AID05212.JPG
AID05213,九龙,深水埗区,葵涌道近地利亚修女纪念学校(吉利径) - 南行 [AID05213],832414,822013,22.33717701,114.1394628,https://tdcctv.data.one.gov.hk/AID05213.JPG
AID05214,九龙,深水埗区,葵涌道近荔枝角消防局 - 南行 [AID05214],832799,821939,22.33650957,114.1432003,https://tdcctv.data.one.gov.hk/AID05214.JPG
AID05215,九龙,深水埗区,荔枝角道近永新工业大厦 - 南行 [AID05215],833232,821797,22.33522804,114.1474037,https://tdcctv.data.one.gov.hk/AID05215.JPG
AID05216,九龙,深水埗区,西九龙走廊近宇晴轩 - 南行[AID05216],833513,821819,22.33542719,114.1501314,https://tdcctv.data.one.gov.hk/AID05216.JPG
AID05217,九龙,深水埗区,西九龙走廊近西九龙法院大楼 - 南行 [AID05217],833857,821397,22.3316168,114.1534712,https://tdcctv.data.one.gov.hk/AID05217.JPG
AID05218,九龙,深水埗区,西九龙走廊近通州街公园 - 南行 [AID05218],834412,820920,22.3273099,114.1588591,https://tdcctv.data.one.gov.hk/AID05218.JPG
AID05219,九龙,油尖旺区,西九龙走廊近诗歌舞游乐场 -南行[AID05219],834813,820608,22.32449274,114.1627517,https://tdcctv.data.one.gov.hk/AID05219.JPG
AID05220,九龙,油尖旺区,西九龙走廊近福强工业大厦 - 南行 [AID05220],835092,820342,22.32209082,114.1654599,https://tdcctv.data.one.gov.hk/AID05220.JPG
AID05221,九龙,油尖旺区,西九龙走廊近樱桃街公园 - 南行 (1) [AID05221],835168,819951,22.3185599,114.1661979,https://tdcctv.data.one.gov.hk/AID05221.JPG
AID05222,九龙,油尖旺区,西九龙走廊近樱桃街公园 - 南行 (2) [AID05222],835224,819543,22.31487545,114.1667417,https://tdcctv.data.one.gov.hk/AID05222.JPG
AID05223,九龙,油尖旺区,西九龙走廊近骏发花园 - 南行 [AID05223],835272,819151,22.31133549,114.1672078,https://tdcctv.data.one.gov.hk/AID05223.JPG
AID05224,九龙,油尖旺区,加士居道近循道中学 - 东行 [AID05224],835729,818891,22.30898773,114.1716432,https://tdcctv.data.one.gov.hk/AID05224.JPG
AID05225,九龙,油尖旺区,加士居道近拔萃女书院 - 东行 [AID05225],836014,818683,22.30710943,114.1744093,https://tdcctv.data.one.gov.hk/AID05225.JPG
AID05226,九龙,油尖旺区,加士居道近枪会山军营-东行[AID05226],836367,818560,22.30599868,114.1778352,https://tdcctv.data.one.gov.hk/AID05226.JPG
AID05227,九龙,九龙城区,漆咸道北近港铁何文田站 - 东行 [AID05227],836857,818830,22.30843685,114.1825907,https://tdcctv.data.one.gov.hk/AID05227.JPG
AID05232,九龙,观塘区,启福道近亿京中心 - 东行 [AID05232],839261,820201,22.32081529,114.2059246,https://tdcctv.data.one.gov.hk/AID05232.JPG
AID05233,九龙,观塘区,启福道近九龙湾车辆扣留及验车中心 - 东行 [AID05233],839488,819970,22.31872881,114.2081274,https://tdcctv.data.one.gov.hk/AID05233.JPG
AID05234,九龙,观塘区,启福道近九龙湾验车中心 - 东行 [AID05234],839828,819905,22.31814115,114.2114273,https://tdcctv.data.one.gov.hk/AID05234.JPG
AID05235,九龙,观塘区,启福道近观塘道休憩处 - 东行 [AID05235],840357,819677,22.316081,114.2165611,https://tdcctv.data.one.gov.hk/AID05235.JPG
AID07101,新界,西贡区,环保大道近蓬莱路 - 西行 [AID07101],845489,819021,22.31013708,114.2663672,https://tdcctv.data.one.gov.hk/AID07101.JPG
AID07102,新界,西贡区,环保大道近香港单车馆 - 西行 [AID07102],845207,819382,22.31339861,114.2636323,https://tdcctv.data.one.gov.hk/AID07102.JPG
AID07103,新界,西贡区,将军澳隧道公路近将军澳电话机房 - 西行 [AID07103],844773,819713,22.31638994,114.2594218,https://tdcctv.data.one.gov.hk/AID07103.JPG
AID07104,新界,西贡区,将军澳隧道公路近将军澳隧道入口 - 西行 [AID07104],844361,820112,22.31999513,114.2554251,https://tdcctv.data.one.gov.hk/AID07104.JPG
AID07107,九龙,观塘区,将军澳道近油塘电话机房 - 西行 [AID07107],841850,819040,22.31032431,114.2310496,https://tdcctv.data.one.gov.hk/AID07107.JPG
AID07110,九龙,观塘区,观塘道近励业街 - 西行 [AID07110],840531,819601,22.31539425,114.2182497,https://tdcctv.data.one.gov.hk/AID07110.JPG
AID07112,九龙,观塘区,观塘道近福淘街 - 西行 [AID07112],840126,820471,22.32325183,114.214321,https://tdcctv.data.one.gov.hk/AID07112.JPG
AID07114,九龙,观塘区,观塘道近彩石里 - 西行 [AID07114],839683,821289,22.33063978,114.2100229,https://tdcctv.data.one.gov.hk/AID07114.JPG
AID07115,九龙,观塘区,龙翔道近坪石邨 - 西行 [AID07115],839500,821434,22.33194957,114.2082469,https://tdcctv.data.one.gov.hk/AID07115.JPG
AID07117,九龙,黄大仙区,龙翔道近钻石山港鐡站 - 西行 [AID07117],838935,822231,22.33914791,114.2027638,https://tdcctv.data.one.gov.hk/AID07117.JPG
AID07120,九龙,黄大仙区,龙翔道近天马苑 - 西行 [AID07120],837240,822607,22.3425452,114.1863101,https://tdcctv.data.one.gov.hk/AID07120.JPG
AID07121,九龙,九龙城区,龙翔道近香港电台 - 西行 [AID07121],837025,822677,22.34317745,114.184223,https://tdcctv.data.one.gov.hk/AID07121.JPG
AID07122,九龙,九龙城区,龙翔道近龙翔道公园 - 西行 [AID07122],836687,822779,22.34409868,114.1809419,https://tdcctv.data.one.gov.hk/AID07122.JPG
AID07123,九龙,九龙城区,龙翔道近碧华阁 - 西行 [AID07123],836272,822848,22.34472185,114.1769132,https://tdcctv.data.one.gov.hk/AID07123.JPG
AID07124,九龙,深水埗区,龙翔道近观景台 - 西行 [AID07124],835729,822695,22.34334009,114.171642,https://tdcctv.data.one.gov.hk/AID07124.JPG
AID07125,九龙,深水埗区,龙翔道近毕架山花园 - 西行 (1) [AID07125],835513,822526,22.34181384,114.1695452,https://tdcctv.data.one.gov.hk/AID07125.JPG
AID07126,九龙,深水埗区,龙翔道近毕架山花园 - 西行 (2) [AID07126],835016,822538,22.34192192,114.1647205,https://tdcctv.data.one.gov.hk/AID07126.JPG
AID07127,九龙,深水埗区,龙翔道近大窝坪 - 西行 [AID07127],834792,822460,22.34121736,114.1625461,https://tdcctv.data.one.gov.hk/AID07127.JPG
AID07128,九龙,深水埗区,龙翔道近呈祥道 - 西行 [AID07128],834455,822602,22.34249937,114.1592745,https://tdcctv.data.one.gov.hk/AID07128.JPG
AID07129,九龙,深水埗区,龙翔道近尔登豪庭 - 西行 [AID07129],833961,822632,22.3427697,114.154479,https://tdcctv.data.one.gov.hk/AID07129.JPG
AID07130,九龙,深水埗区,呈祥道近明爱医院 - 西行 [AID07130],833683,822508,22.34164952,114.1517805,https://tdcctv.data.one.gov.hk/AID07130.JPG
AID07131,九龙,深水埗区,呈祥道近龙翔工业大厦 - 西行 [AID07131],833320,822352,22.34024016,114.1482569,https://tdcctv.data.one.gov.hk/AID07131.JPG
AID07132,九龙,深水埗区,呈祥道近中华电力 - 西行 [AID07132],832772,822442,22.34105189,114.1429371,https://tdcctv.data.one.gov.hk/AID07132.JPG
AID07133,九龙,深水埗区,呈祥道近荔枝角公园体育馆 - 西行 [AID07133],832335,822442,22.34105095,114.1386949,https://tdcctv.data.one.gov.hk/AID07133.JPG
AID07134,九龙,深水埗区,呈祥道近清丽苑 - 西行 [AID07134],832068,822256,22.33937063,114.1361035,https://tdcctv.data.one.gov.hk/AID07134.JPG
AID07201,九龙,深水埗区,呈祥道近清丽苑 - 东行 [AID07201],832073,822322,22.33996666,114.1361519,https://tdcctv.data.one.gov.hk/AID07201.JPG
AID07202,九龙,深水埗区,呈祥道近中华电力 - 东行 [AID07202],832625,822321,22.33995889,114.1415103,https://tdcctv.data.one.gov.hk/AID07202.JPG
AID07203,九龙,深水埗区,呈祥道近国际学校 - 东行 [AID07203],833060,822313,22.33988751,114.1457331,https://tdcctv.data.one.gov.hk/AID07203.JPG
AID07204,九龙,深水埗区,呈祥道近龙翔工业大厦 - 东行 [AID07204],833273,822356,22.3402762,114.1478007,https://tdcctv.data.one.gov.hk/AID07204.JPG
AID07205,九龙,深水埗区,呈祥道近明爱医院 - 东行 [AID07205],833731,822530,22.34184826,114.1522464,https://tdcctv.data.one.gov.hk/AID07205.JPG
AID07206,九龙,深水埗区,龙翔道近尔登豪庭 - 东行 [AID07206],834043,822636,22.34280593,114.155275,https://tdcctv.data.one.gov.hk/AID07206.JPG
AID07207,九龙,深水埗区,龙翔道近大窝坪 - 东行 [AID07207],834715,822445,22.34108183,114.1617987,https://tdcctv.data.one.gov.hk/AID07207.JPG
AID07209,九龙,深水埗区,龙翔道近毕架山花园 -东行 (2) [AID07209],835556,822574,22.34224732,114.1699626,https://tdcctv.data.one.gov.hk/AID07209.JPG
AID07210,九龙,九龙城区,龙翔道近观景台 - 东行 [AID07210],836008,822632,22.34277122,114.1743504,https://tdcctv.data.one.gov.hk/AID07210.JPG
AID07211,九龙,九龙城区,龙翔道近碧华阁 - 东行 [AID07211],836350,822853,22.344767,114.1776704,https://tdcctv.data.one.gov.hk/AID07211.JPG
AID07213,九龙,黄大仙区,龙翔道近尚御 - 东行 [AID07213],837066,822659,22.34301488,114.184621,https://tdcctv.data.one.gov.hk/AID07213.JPG
AID07219,九龙,观塘区,观塘道近彩石里 - 东行 [AID07219],839772,821220,22.33001649,114.2108867,https://tdcctv.data.one.gov.hk/AID07219.JPG
AID07220,九龙,观塘区,观塘道近启泰苑 - 东行 [AID07220],839986,821004,22.32806544,114.2129634,https://tdcctv.data.one.gov.hk/AID07220.JPG
AID07221,九龙,观塘区,观塘道近牛头角下邨 - 东行 [AID07221],840137,820348,22.32214104,114.2144275,https://tdcctv.data.one.gov.hk/AID07221.JPG
AID07222,九龙,观塘区,观塘道近常怡道 - 东行 [AID07222],840175,819998,22.31898025,114.2147955,https://tdcctv.data.one.gov.hk/AID07222.JPG
AID07224,九龙,观塘区,观塘道近观塘道休憩花园 - 东行 [AID07224],840759,819516,22.31462607,114.2204624,https://tdcctv.data.one.gov.hk/AID07224.JPG
AID07225,九龙,观塘区,观塘道近康宁道 - 东行 [AID07225],841116,819371,22.31331567,114.2239269,https://tdcctv.data.one.gov.hk/AID07225.JPG
AID07227,九龙,观塘区,将军澳道近观塘游泳池 - 东行 [AID07227],841906,819117,22.31101949,114.2315933,https://tdcctv.data.one.gov.hk/AID07227.JPG
AID07228,九龙,观塘区,将军澳道近翠屏南邨 - 东行 [AID07228],842261,819250,22.31221936,114.2350392,https://tdcctv.data.one.gov.hk/AID07228.JPG
AID07229,新界,西贡区,将军澳隧道公路近将军澳隧道入口 - 东行 [AID07229],843951,820249,22.3212342,114.2514463,https://tdcctv.data.one.gov.hk/AID07229.JPG
AID07230,新界,西贡区,将军澳隧道公路近宝康公园 - 东行 [AID07230],844451,819997,22.31895619,114.256298,https://tdcctv.data.one.gov.hk/AID07230.JPG
AID07231,新界,西贡区,环保大道近将军澳隧道公路 - 东行 [AID07231],844890,819629,22.31563079,114.260557,https://tdcctv.data.one.gov.hk/AID07231.JPG
AID07232,新界,西贡区,环保大道近昭信路 - 东行 [AID07232],845299,819310,22.31274793,114.2645248,https://tdcctv.data.one.gov.hk/AID07232.JPG
AID08101,新界,荃湾区,北大屿山公路近欣澳湾 - 西行 (1) [AID08101],820655,820959,22.32759229,114.0253264,https://tdcctv.data.one.gov.hk/AID08101.JPG
AID08102,新界,荃湾区,北大屿山公路近欣澳湾 - 西行 (2) [AID08102],820200,820699,22.32524015,114.0209125,https://tdcctv.data.one.gov.hk/AID08102.JPG
AID08103,新界,荃湾区,北大屿山公路近欣澳石滩 - 西行 [AID08103],819734,820674,22.32500998,114.0163896,https://tdcctv.data.one.gov.hk/AID08103.JPG
AID08104,新界,荃湾区,北大屿山公路深水角配电站 - 西行 (1) [AID08104],819249,820648,22.32477045,114.0116823,https://tdcctv.data.one.gov.hk/AID08104.JPG
AID08105,新界,荃湾区,北大屿山公路深水角配电站 - 西行 (2) [AID08105],818793,820460,22.32306814,114.0072583,https://tdcctv.data.one.gov.hk/AID08105.JPG
AID08106,新界,荃湾区,北大屿山公路深水角配电站 - 西行 (3) [AID08106],818348,820243,22.32110394,114.0029415,https://tdcctv.data.one.gov.hk/AID08106.JPG
AID08107,新界,荃湾区,北大屿山公路近东叶坑 - 西行 [AID08107],817944,819966,22.31859822,113.9990234,https://tdcctv.data.one.gov.hk/AID08107.JPG
AID08108,新界,荃湾区,北大屿山公路近警察车辆扣留中心 - 西行 [AID08108],817703,819601,22.31529949,113.9966885,https://tdcctv.data.one.gov.hk/AID08108.JPG
AID08109,新界,离岛区,北大屿山公路近小蚝湾污水处理厂 - 西行 [AID08109],817363,819246,22.31208994,113.9933928,https://tdcctv.data.one.gov.hk/AID08109.JPG
AID08110,新界,离岛区,北大屿山公路近小蚝湾政府维修厂 - 西行 [AID08110],816899,818953,22.30943884,113.988893,https://tdcctv.data.one.gov.hk/AID08110.JPG
AID08111,新界,离岛区,北大屿山公路近港铁小蚝湾车厂 - 西行 (2) [AID08111],816481,818687,22.30703196,113.9848395,https://tdcctv.data.one.gov.hk/AID08111.JPG
AID08112,新界,离岛区,北大屿山公路近大蚝湾 - 西行 (1) [AID08112],816072,818411,22.30453478,113.9808736,https://tdcctv.data.one.gov.hk/AID08112.JPG
AID08113,新界,离岛区,北大屿山公路近大蚝湾 - 西行 (2) [AID08113],815654,818149,22.30216382,113.9768204,https://tdcctv.data.one.gov.hk/AID08113.JPG
AID08114,新界,离岛区,北大屿山公路近大蚝湾 - 西行 (3) [AID08114],815216,817920,22.30009053,113.9725727,https://tdcctv.data.one.gov.hk/AID08114.JPG
AID08115,新界,离岛区,北大屿山公路近大蚝湾 - 西行 (4) [AID08115],814747,817774,22.29876627,113.9680232,https://tdcctv.data.one.gov.hk/AID08115.JPG
AID08116,新界,离岛区,北大屿山公路近大蚝湾 - 西行 (5) [AID08116],814373,817685,22.29795784,113.964395,https://tdcctv.data.one.gov.hk/AID08116.JPG
AID08117,新界,离岛区,北大屿山公路近迎东邨 - 西行 (1) [AID08117],813748,817511,22.29637847,113.9583322,https://tdcctv.data.one.gov.hk/AID08117.JPG
AID08118,新界,离岛区,北大屿山公路近迎东邨 - 西行 (2) [AID08118],813435,817318,22.29463146,113.9552975,https://tdcctv.data.one.gov.hk/AID08118.JPG
AID08119,新界,离岛区,北大屿山公路近映湾园1期 - 西行 [AID08119],813185,817080,22.29247886,113.9528748,https://tdcctv.data.one.gov.hk/AID08119.JPG
AID08120,新界,离岛区,北大屿山公路近映湾园3期 - 西行 [AID08120],812874,816833,22.29024412,113.9498605,https://tdcctv.data.one.gov.hk/AID08120.JPG
AID08121,新界,离岛区,北大屿山公路近东涌(北) - 西行 (1) [AID08121],812342,816752,22.28950534,113.9446992,https://tdcctv.data.one.gov.hk/AID08121.JPG
AID08122,新界,离岛区,北大屿山公路近东涌(北) - 西行 (2) [AID08122],811926,816918,22.29099859,113.9406599,https://tdcctv.data.one.gov.hk/AID08122.JPG
AID08201,新界,离岛区,北大屿山公路近东涌(北) - 东行 (1) [AID08201],811644,817229,22.29380308,113.9379186,https://tdcctv.data.one.gov.hk/AID08201.JPG
AID08202,新界,离岛区,北大屿山公路近东涌(北) - 东行(2) [AID08202],811818,817019,22.29190915,113.9396104,https://tdcctv.data.one.gov.hk/AID08202.JPG
AID08203,新界,离岛区,北大屿山公路近东涌(北) - 东行(3) [AID08203],812289,816763,22.28960394,113.9441848,https://tdcctv.data.one.gov.hk/AID08203.JPG
AID08204,新界,离岛区,北大屿山公路近映湾园1期 - 东行 [AID08204],812754,816777,22.28973677,113.9486968,https://tdcctv.data.one.gov.hk/AID08204.JPG
AID08205,新界,离岛区,北大屿山公路近映湾园3期 - 东行 [AID08205],813149,817039,22.29210812,113.9525261,https://tdcctv.data.one.gov.hk/AID08205.JPG
AID08206,新界,离岛区,北大屿山公路近迎东邨 - 东行 (1) [AID08206],813463,817346,22.29488468,113.9555688,https://tdcctv.data.one.gov.hk/AID08206.JPG
AID08207,新界,离岛区,北大屿山公路近迎东邨 - 东行 (2) [AID08207],813790,817529,22.29654157,113.9587395,https://tdcctv.data.one.gov.hk/AID08207.JPG
AID08208,新界,离岛区,北大屿山公路近大蚝湾 - 东行 (1) [AID08208],814106,817621,22.29737647,113.9618048,https://tdcctv.data.one.gov.hk/AID08208.JPG
AID08209,新界,离岛区,北大屿山公路近大蚝湾 - 东行 (2) [AID08209],814536,817723,22.29830307,113.9659763,https://tdcctv.data.one.gov.hk/AID08209.JPG
AID08210,新界,离岛区,北大屿山公路近大蚝湾 - 东行 (3) [AID08210],815064,817860,22.29954683,113.9710984,https://tdcctv.data.one.gov.hk/AID08210.JPG
AID08211,新界,离岛区,北大屿山公路近大蚝湾 - 东行 (4) [AID08211],815460,818044,22.30121328,113.974939,https://tdcctv.data.one.gov.hk/AID08211.JPG
